"","Time (s)","Trial 1","Trial 2","Trial 3","Trial 4","Trial 5","Trial 6","Trial 7","Trial 8","Trial 9","Trial 10","Trial 11","Trial 12","Trial 13","Trial 14","Trial 15","Trial 16","Trial 17","Trial 18","Trial 19","Trial 20","Trial 21","Trial 22","Trial 23","Trial 24","Trial 25","Trial 26","Trial 27","Trial 28","Trial 29","Trial 30","Trial 31","Trial 32","Trial 33","Trial 34","Trial 35","Trial 36","Trial 37","Trial 38","Trial 39","Trial 40"
"29",28,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,2
"30",29,1,2,0,0,1,2,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"31",30,1,0,1,1,0,0,1,1,1,0,0,0,1,0,2,0,0,0,2,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1
"32",31,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,0,1,1,2
"33",32,1,1,2,0,1,3,1,2,1,0,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,2
"34",33,1,0,1,2,0,1,0,0,0,1,0,1,1,1,1,1,0,0,2,0,1,1,1,0,2,1,2,0,1,1,0,0,1,0,0,0,1,1,1,1
"35",34,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1
"36",35,2,1,1,0,1,2,1,1,1,1,1,0,1,1,2,1,1,1,1,1,1,0,1,1,0,0,0,1,2,1,0,1,0,1,0,0,0,1,0,2
"37",36,1,0,1,1,0,2,2,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,2,0,0,1,1,1,1,1,0,1,1,1,0,1,2,0,2
"38",37,2,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,2,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1
"39",38,1,1,1,1,1,2,1,1,1,0,1,1,0,0,2,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,2,1,1,0,1,1,1,1
"40",39,1,1,1,1,1,2,0,0,0,0,1,1,1,2,1,1,1,0,1,1,2,0,1,0,1,1,1,1,1,1,1,0,2,0,1,1,1,0,0,2
"41",40,0,1,1,1,0,2,1,1,1,0,0,0,1,1,2,1,1,1,1,0,1,1,2,2,0,1,1,0,1,2,0,1,1,1,1,1,1,1,1,1
"42",41,1,1,1,2,0,1,2,1,1,1,0,1,1,2,1,1,2,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1
"43",42,1,1,2,0,1,2,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,2,2,2,0,0,1,0,0,0,1,1,2,1
"44",43,1,2,1,1,0,1,0,1,0,0,0,0,1,1,2,0,1,1,1,0,1,1,0,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1
"45",44,1,1,1,0,1,1,1,2,1,0,1,1,1,0,1,1,2,0,1,1,1,1,1,1,2,1,1,1,2,1,1,1,0,2,1,1,2,1,1,0
"46",45,0,1,1,1,1,2,1,0,1,1,0,2,0,1,1,1,1,0,1,1,0,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,0,1,1,3
"47",46,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1
"48",47,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,2,1,0,1,1,1,0,2
"49",48,0,2,2,1,0,1,1,1,1,1,0,0,1,1,2,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,1
"50",49,1,1,1,0,1,1,1,1,1,0,1,1,0,1,2,1,0,1,1,1,1,2,0,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2
"51",50,1,0,2,1,1,2,1,0,1,1,1,1,1,1,1,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,2,0,1
"52",51,2,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,0,1,2,2,1,1,0,1,1,1
"53",52,1,1,2,0,1,2,1,1,1,1,0,1,1,1,2,1,1,1,1,0,0,1,1,1,0,2,0,1,2,1,0,1,2,2,1,2,1,1,1,2
"54",53,1,1,0,1,1,1,0,0,1,1,1,1,1,1,2,2,1,0,1,2,1,1,1,0,1,1,1,2,1,1,1,1,0,2,1,1,1,1,0,1
"55",54,1,2,2,1,1,1,1,2,1,1,1,1,1,0,2,1,1,1,1,1,1,1,0,2,1,1,1,0,1,1,0,0,2,1,1,1,1,1,0,1
"56",55,1,1,1,1,0,1,2,0,1,1,1,1,1,3,2,1,1,1,0,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,1,2
"57",56,1,2,1,1,1,2,2,1,1,3,2,0,1,1,1,1,2,1,1,0,1,0,0,1,0,1,0,1,2,1,0,1,1,0,1,0,1,1,0,1
"58",57,2,1,1,1,0,1,0,1,1,0,1,1,0,2,1,1,1,1,2,0,1,0,0,1,1,1,1,0,1,1,1,1,2,2,1,0,1,1,1,1
"59",58,1,1,2,0,1,2,1,0,1,2,1,1,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1
"60",59,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,2,1,1,0,1,0,1
"61",60,2,1,2,1,1,1,0,1,1,1,0,1,1,0,1,2,1,1,2,2,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,2,1
"62",61,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,0,1
"63",62,1,1,2,1,0,1,1,1,1,1,1,1,2,2,2,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1
"64",63,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,0,1,1,1,1,2,3,0,1,2,1,2,2
"65",64,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,2,2,1,1,1,2,1,2,0,0,2,1,1,1,1,1,1,1,1,1,1,1
"66",65,2,2,1,1,0,2,1,2,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,1,0,0,1,2,1,2,0,2,2,0,2
"67",66,2,1,1,2,1,3,0,1,1,2,1,2,1,1,2,2,0,1,2,1,1,1,1,2,2,1,2,0,1,1,1,1,1,1,1,1,0,1,1,2
"68",67,1,1,2,1,1,1,1,1,2,0,1,1,0,2,1,2,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1
"69",68,2,2,1,2,1,1,1,1,1,2,1,1,2,1,2,1,2,1,1,1,1,0,0,1,1,2,1,2,1,1,2,1,2,2,1,1,1,1,1,2
"70",69,1,2,2,0,1,2,1,1,2,2,1,2,0,1,1,1,1,0,2,1,1,1,0,1,1,2,0,1,2,1,1,1,1,1,1,1,1,1,1,2
"71",70,2,1,1,2,1,1,1,2,1,1,2,2,1,1,1,2,2,2,2,2,2,1,1,2,2,1,2,1,1,1,1,1,1,3,1,1,1,1,0,3
"72",71,1,1,1,2,0,2,2,1,2,1,0,2,1,1,1,2,1,1,2,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,2,1,1
"73",72,1,1,2,2,1,2,1,2,1,2,1,1,1,2,1,2,1,1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1
"74",73,1,0,1,1,0,2,1,0,2,1,1,2,1,1,2,2,1,1,1,2,2,1,0,1,2,2,1,0,0,2,1,0,1,2,1,0,0,1,1,2
"75",74,1,1,0,1,1,1,2,1,1,0,1,1,2,1,1,2,1,1,1,2,1,1,1,1,2,1,2,2,3,1,2,1,2,2,1,2,1,1,1,1
"76",75,1,1,2,2,0,1,1,2,2,2,1,0,0,0,2,2,2,1,1,1,1,1,1,1,2,1,1,0,1,1,2,0,1,1,0,0,1,2,1,2
"77",76,1,2,1,1,1,1,1,2,1,2,1,2,1,1,2,1,0,1,1,2,1,2,0,1,2,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1
"78",77,1,1,2,1,1,2,1,1,2,1,2,1,1,2,0,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,0,2
"79",78,1,2,1,1,0,1,1,1,1,1,1,2,0,1,1,2,1,1,1,1,1,1,2,2,2,2,2,1,2,2,1,1,1,2,0,2,1,1,2,2
"80",79,1,2,2,1,1,1,1,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2
"81",80,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,2,0,1,2,1,1,2,1,2,1,2,2,1,2,1,1,1,1,1,0,0,1,3,0,1
"82",81,2,1,1,1,1,1,2,2,2,2,2,1,1,2,2,2,2,1,2,1,1,2,1,1,2,2,1,2,2,1,0,1,1,2,2,1,1,1,2,1
"83",82,1,2,2,1,2,2,2,1,1,0,2,1,1,2,2,1,1,2,1,1,1,0,1,1,2,1,2,1,2,1,1,1,2,1,1,1,0,1,1,1
"84",83,0,1,1,1,0,1,0,1,1,1,1,1,1,2,1,3,1,0,2,1,2,1,0,1,2,1,0,1,1,1,0,2,2,1,2,2,1,2,1,2
"85",84,2,2,1,0,1,2,3,0,1,1,2,1,1,1,1,2,1,1,2,1,2,0,1,0,1,2,1,2,1,1,1,1,1,1,0,0,1,1,0,1
"86",85,1,2,1,1,0,1,1,1,2,1,1,2,1,2,1,2,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,1,1,2,1,2,1,1,2,1
"87",86,1,1,1,1,2,1,1,1,1,1,0,2,0,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,0,1,1,2,1,1,1,0,1,0,2
"88",87,2,1,1,1,1,2,1,1,2,1,2,1,1,2,2,2,1,0,2,2,1,1,1,1,2,3,1,2,2,2,2,1,1,2,1,1,1,0,1,1
"89",88,0,1,1,1,1,0,1,2,1,0,2,1,1,1,2,1,2,1,1,1,1,2,2,2,2,1,1,1,1,1,2,0,2,2,0,1,1,1,2,1
"90",89,2,2,2,0,1,1,2,1,2,1,1,1,0,1,2,2,1,1,1,2,1,2,1,2,2,2,2,2,0,2,2,1,1,1,1,1,1,1,1,2
"91",90,1,1,2,1,1,2,0,1,1,1,2,0,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,0,2
"92",91,1,2,1,2,1,1,1,0,1,2,1,1,2,1,1,2,2,1,1,1,0,1,1,2,2,2,1,1,2,0,1,1,2,2,2,1,2,1,2,1
"93",92,1,1,2,1,0,1,2,1,2,1,2,2,1,2,1,2,1,0,2,1,2,1,1,1,3,1,1,1,1,2,2,1,2,1,0,1,2,2,1,2
"94",93,1,2,2,2,1,2,1,1,1,1,1,1,0,2,2,1,0,1,2,1,2,1,2,2,1,0,1,3,2,1,2,0,1,1,1,1,1,1,0,1
"95",94,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,0,1,1
"96",95,2,1,0,1,0,1,1,1,1,1,1,1,0,1,2,1,1,1,2,2,2,1,1,2,2,1,1,1,2,1,2,1,1,1,1,0,0,1,1,2
"97",96,1,1,3,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,1,2,2,1,1,1,1,0,2,2,1,1,1,1,1,1,0,1,1,1,2,2
"98",97,1,1,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,0,1,2,1,1,2,1,2,0,1,1,1,1,1,2,1,2,0,1,2,1,1
"99",98,1,2,1,1,1,1,1,1,1,1,2,0,1,1,1,2,1,2,2,1,1,1,2,1,1,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1
"100",99,1,2,1,1,1,1,2,1,2,0,1,1,1,2,2,1,2,1,1,1,1,2,0,2,1,2,1,1,1,1,2,1,2,2,1,1,0,1,2,1
"101",100,1,1,2,2,1,1,0,0,2,1,1,1,1,1,1,1,1,2,2,3,2,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1
"102",101,2,1,1,2,1,1,1,2,1,2,2,2,2,2,2,1,1,2,1,0,1,0,1,1,2,1,2,2,1,1,0,0,1,0,1,1,1,1,0,1
"103",102,2,2,1,2,1,1,2,0,1,1,1,1,0,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,0,1,1,2,2,1,1,1,2,2,1
"104",103,1,2,1,1,0,2,1,1,2,0,2,1,1,0,1,1,1,2,2,1,3,2,1,2,1,1,0,1,1,1,2,1,2,2,2,1,1,1,0,1
"105",104,0,1,2,2,1,1,1,0,1,1,1,2,0,3,2,2,0,1,2,2,1,2,1,1,0,1,1,2,1,1,1,1,1,1,1,1,2,2,0,1
"106",105,1,1,1,0,0,2,2,1,1,2,1,1,1,1,1,1,1,1,0,1,2,1,0,1,1,2,1,2,2,1,2,1,1,1,1,1,1,1,0,3
"107",106,2,1,1,2,1,1,1,2,1,1,1,0,0,1,2,2,1,1,2,1,1,2,2,2,1,2,1,2,1,1,1,1,2,1,1,1,0,2,1,2
"108",107,2,1,2,2,1,2,0,1,3,1,1,2,1,1,1,2,1,0,2,2,0,3,0,1,1,1,1,1,1,1,2,0,2,1,2,1,1,2,2,1
"109",108,1,2,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,0,2,2,1,2,1,1,1,1,1,1,1,1,2
"110",109,1,1,2,2,1,1,1,1,2,1,1,3,1,1,1,1,0,1,1,2,1,2,0,1,1,2,1,2,1,0,1,1,2,1,0,1,1,1,1,1
"111",110,1,1,2,1,1,1,2,2,2,1,1,1,0,1,2,2,2,1,1,2,2,1,1,1,1,2,0,2,1,1,1,1,1,1,1,0,1,2,1,1
"112",111,1,2,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,2,1,1,2,1,0,1,1,2,2,1,1,0,2,2,0,0,1,1,1,1
"113",112,1,2,1,1,1,1,2,1,1,1,2,1,2,2,2,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1
"114",113,1,2,2,1,0,1,2,0,2,2,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,3,1,1,1,1,2,1,1,2,1,1,2,2,0,1
"115",114,3,2,2,2,1,2,2,1,1,0,2,2,1,1,2,1,1,2,1,1,2,1,2,1,1,1,1,1,1,0,2,1,2,2,1,1,1,2,2,2
"116",115,1,1,1,0,2,1,1,1,1,2,1,1,1,2,1,2,1,1,2,2,1,1,0,1,1,2,1,2,1,2,1,1,1,1,1,1,2,2,0,1
"117",116,2,1,1,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,0
"118",117,0,2,2,1,1,1,1,0,1,2,2,1,2,1,1,2,2,1,1,2,1,1,1,2,1,0,2,2,0,2,2,1,1,1,0,1,1,2,2,3
"119",118,2,1,1,1,0,1,1,1,2,1,1,2,0,0,1,1,2,2,1,1,1,1,1,1,1,2,1,1,2,1,1,0,1,2,1,2,1,1,0,2
"120",119,1,1,1,1,0,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,2,1,2,1,1,1,1,2,2,1,1,2,2,2,1
"121",120,2,3,2,0,1,2,3,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,3,1,2,2,1,1,1,2,1,1,1,2,1,1,2
"122",121,0,2,2,1,0,2,1,1,1,1,0,2,1,1,2,0,1,1,1,1,2,1,1,2,2,1,1,2,1,1,1,1,1,2,2,0,0,1,1,1
"123",122,1,1,0,1,2,2,2,2,3,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,0,2,1,0,0,0,2,1,1
"124",123,1,1,2,1,2,1,1,1,1,1,2,1,0,2,1,2,1,2,2,1,1,2,1,1,1,1,2,2,2,1,2,1,2,0,2,1,1,0,1,1
"125",124,1,2,1,1,2,1,1,1,2,1,1,2,1,0,2,1,2,0,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,3,2,1,1,1,2,1
"126",125,2,1,2,3,1,2,1,2,1,1,1,2,2,1,1,1,1,2,2,1,1,1,2,1,1,1,0,1,1,2,2,0,1,2,2,1,1,2,2,1
"127",126,1,1,1,1,0,1,2,2,3,1,1,2,1,1,2,1,1,2,1,1,2,1,2,1,2,1,2,1,1,1,1,2,2,1,1,1,1,2,0,1
"128",127,1,2,1,2,1,1,1,1,2,1,2,0,1,0,2,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,2,2,1,2,2,1,1,1,3,1
"129",128,1,2,2,1,1,2,1,1,1,2,1,3,0,1,2,2,2,1,2,1,2,1,1,1,1,2,1,2,2,2,1,1,1,1,2,1,1,1,2,1
"130",129,2,0,1,2,1,2,1,0,2,1,1,1,2,2,1,1,1,1,0,2,2,1,1,0,2,2,2,2,0,1,1,1,1,2,2,1,1,1,2,2
"131",130,1,2,2,1,1,1,1,1,1,0,2,1,1,1,2,1,1,2,2,0,0,1,1,1,2,1,1,1,1,1,2,0,1,1,1,1,1,2,2,1
"132",131,1,2,0,3,0,1,2,0,1,2,1,0,2,2,1,1,2,2,1,1,1,1,2,2,1,1,2,1,1,2,1,1,1,2,1,1,2,2,1,2
"133",132,2,2,2,1,1,2,0,1,2,1,2,3,1,1,2,1,1,1,1,1,1,2,1,1,0,2,1,2,1,1,1,1,1,2,3,1,1,0,1,0
"134",133,1,2,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,1,2,1,1,2,1,1,2,0,1,0,1,1,1,2,1,1,0,1,1,2,2
"135",134,1,1,1,1,0,2,1,2,1,2,1,2,1,2,1,2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,2,2,3,1,1,2,1,1
"136",135,2,1,1,1,1,1,1,2,1,1,1,2,2,1,1,2,1,2,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1
"137",136,0,2,1,1,1,1,1,0,1,0,2,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,2,1,1
"138",137,1,2,1,1,1,1,1,3,3,1,1,2,2,2,1,2,1,3,1,1,2,1,2,1,2,1,1,1,2,0,2,1,2,1,2,2,2,1,1,1
"139",138,2,1,1,1,0,1,1,2,1,1,1,1,1,2,1,2,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,0,1
"140",139,2,2,0,1,1,2,2,1,2,2,1,2,2,1,1,2,2,2,1,2,2,1,1,2,2,2,1,0,2,2,1,1,1,1,1,1,1,1,2,1
"141",140,1,1,1,0,0,1,2,0,1,1,1,2,1,2,1,2,1,2,2,1,3,0,2,0,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2
"142",141,1,3,1,1,1,2,0,2,1,1,1,1,0,0,2,2,1,2,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,3,2,1,1,2,0,1
"143",142,1,2,1,2,1,2,1,1,2,1,2,1,0,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,2,2,1,1,1,0,2,1
"144",143,2,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,2,1,1,0,1,0,2,0,1,2,1,0,1,1,1,1,1,0,1,1,1,1
"145",144,1,1,1,0,0,1,1,2,2,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,0,2,1,1,1,2,1,1,2,1,2,2,2,2,1,1
"146",145,1,1,2,1,3,1,2,2,3,1,1,1,1,2,2,2,1,1,1,0,2,1,2,2,1,2,1,0,1,1,1,1,1,2,1,0,1,2,1,1
"147",146,2,2,1,2,0,1,1,2,1,1,1,1,1,1,1,2,1,3,1,1,2,1,0,2,2,2,1,1,2,0,1,1,2,2,1,1,1,1,1,2
"148",147,1,2,2,2,1,1,1,1,2,1,2,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2
"149",148,1,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1
"150",149,2,1,1,1,1,1,1,0,1,1,1,1,2,2,1,2,1,2,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1
"151",150,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,2,1,1,1,2,2,0,0,1,1,2,2,1,1,1,1
"152",151,1,1,2,2,1,1,1,1,2,1,1,2,2,0,1,2,2,0,2,0,1,2,1,1,2,1,1,0,2,1,1,1,2,2,2,1,2,1,1,1
"153",152,2,2,1,1,1,1,1,1,1,0,2,2,2,2,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,2,0,2
"154",153,2,2,1,1,1,2,1,2,1,1,1,1,2,3,1,1,0,2,1,2,0,1,1,1,1,1,0,2,1,2,1,1,1,2,1,1,1,2,1,2
"155",154,2,2,2,1,2,1,1,2,2,1,1,1,1,1,1,2,1,2,2,1,1,2,1,2,2,2,1,1,1,0,1,1,1,1,1,2,1,1,1,1
"156",155,1,1,1,1,2,1,1,0,2,2,2,1,2,1,2,1,1,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,1,2,2,2,1,2,0,1
"157",156,1,2,2,1,2,1,2,2,1,1,1,1,2,2,1,1,1,3,1,0,1,2,2,0,2,1,1,1,2,1,1,2,1,2,1,1,1,2,2,1
"158",157,1,1,1,1,3,2,1,1,2,1,1,0,2,1,1,3,2,2,2,2,1,1,1,3,1,2,1,1,1,3,0,0,2,2,2,1,1,2,1,1
